#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B0E76B
#Date Time: 2023-10-19 18:29:17.676
#Start: 100 Hz
#Stop: 100000 Hz
#Steps: 101
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.44828 V
#Offset: -0.00010025 V
#Relative: no
#Channel: Channel 2
#Range: 5.42508 V
#Offset: 0.000324114 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (deg)
426.5795188015931,0.9993884037875276,0.1277119447472523,-85.80884026610217
457.0881896148752,0.9993291453203771,0.1343627581522203,-85.72141535589873
489.7788193684466,0.9966402128415499,0.1467375672477468,-86.56223546201959
524.8074602497728,0.9997235266773004,0.1536343461949676,-87.76142301839303
562.3413251903496,0.9976356005230634,0.1657079363309739,-87.31698285794334
602.5595860743581,0.9984947628301157,0.1786492571368503,-88.60147977916677
645.6542290346563,0.9997297440391129,0.1890587703472391,-88.30867854794799
691.8309709189369,0.9999850162510056,0.2030769447125116,-88.22492300097601
741.3102413009185,0.9991601857588385,0.2167504367531351,-89.22703056724951
794.3282347242821,0.9954340472565308,0.234649759120636,-89.72503558119524
851.1380382023776,0.998070400104727,0.2529018669113928,-90.25599202347567
912.0108393559105,0.9964297985385565,0.2695285805737371,-91.0834486210656
977.2372209558122,1.000212925889383,0.2829388472366507,-91.32258119354431
1047.128548050901,0.9976416470799764,0.3079576684348049,-91.58593899502893
1122.018454301964,1.000074641659402,0.3275304086189849,-91.84058613273123
1202.264434617414,0.9985722145407818,0.3524719736105228,-92.48713439785169
1288.249551693135,0.9970368596689887,0.3735580029386353,-93.07042811247089
1380.384264602886,0.9984466491433179,0.4074633464441111,-93.57341546260351
1479.108388168209,0.9972257375570618,0.4307874005936792,-94.17725841322302
1584.893192461115,0.9988642194841371,0.4630383162467416,-94.5983074575673
1698.243652461744,1.001848285899467,0.493398117173753,-94.9868644899835
1819.700858609984,0.9960950386795028,0.5312154959308409,-95.85760971282741
1949.844599758045,1.001420355889664,0.5658306684904689,-96.40505604177707
2089.29613085404,0.9980671924322335,0.6082756800132662,-97.29884087372079
2238.72113856834,0.9980431629034463,0.6455171712210819,-97.30016436019059
2398.832919019491,0.9976511330757354,0.6933570162861513,-98.32327657286629
2570.395782768865,0.9982423321257927,0.7421176673062894,-99.22583006456037
2754.228703338168,0.9997230124348891,0.7920815585228641,-100.0670761950737
2951.209226666387,0.9982162689395326,0.8457092455509774,-100.4346092936005
3162.277660168381,0.9978263154043673,0.90594530583461,-101.5884206975251
3388.441561392028,1.000177180485947,0.9645247497908461,-102.485552497244
3630.780547701016,0.9988641823555728,1.030703698853078,-103.2355465290649
3890.451449942809,1.001338792586736,1.094265756010809,-104.431719000139
4168.693834703357,0.9985712935976708,1.166779574353263,-105.4154333258371
4466.835921509635,0.997330935705748,1.249588750796318,-106.5546006858106
4786.300923226388,0.9983014108738095,1.325805714657263,-107.6074413174201
5128.613839913648,1.006850268991665,1.403897761495198,-108.9620405721888
5495.408738576246,0.9982276488092526,1.495589379571582,-110.1657090780045
5888.43655355589,0.9983669580562605,1.595502528345297,-111.6785197849125
6309.573444801933,0.9981621438363372,1.690524097453237,-112.7899284785418
6760.829753919818,1.006823739886805,1.779540902115335,-114.6359653911401
7244.359600749903,0.9987559923626105,1.896536519038264,-116.0912502740671
7762.471166286919,0.9974121046803792,1.994202329621428,-117.6592967237946
8317.637711026713,0.9957242608199834,2.108732020135467,-119.4204552498247
8912.509381337459,0.9949557262986976,2.227789942732776,-121.1396044167158
9549.925860214364,1.000998749491875,2.327499463996119,-122.7277255311534
10232.92992280755,0.9959583775603589,2.451149516554617,-124.6992812199734
10964.78196143186,0.9974183040451868,2.55755625429439,-126.559828817453
11748.97554939529,1.007538866635909,2.654029734232128,-128.5450117914543
12589.25411794167,1.001917321703903,2.77278713050049,-130.6755131718724
13489.62882591654,1.004633061732828,2.876890857357577,-132.5401985826639
14454.39770745928,0.9985942954541842,3.003744491499878,-134.5164260521328
15488.16618912482,0.9936750912276163,3.114569814564478,-136.5310683501217
16595.86907437561,0.9990744403026487,3.201006458084539,-138.1606191406453
17782.79410038923,0.9889532002282718,3.313094768004635,-140.5469842200681
19054.60717963248,1.003522990687662,3.378454091761728,-142.3492189480075
20417.3794466953,0.999760205171541,3.476203568942474,-144.4664329038586
21877.61623949554,0.9992421033273842,3.543342687660109,-146.2780291604932
23442.28815319924,1.003915562754216,3.612880565760427,-147.5791081417456
25118.86431509582,1.004834398164282,3.696264840126557,-150.0143793018857
26915.34803926917,1.007669613133886,3.746352395285869,-151.5016121224607
28840.31503126605,1.006767143430827,3.800348429530681,-153.1733803202593
30902.95432513591,0.9983863636900936,3.893760326734701,-154.6004760333585
33113.1121482591,0.9960972161003248,3.930859424231033,-156.2228969335252
35481.33892335754,1.010528246017325,3.940339749987507,-157.7534191138471
38018.93963205612,0.9996165173446502,4.018164745181086,-158.9565776450464
40738.02778041128,0.9922662680505117,4.049171167745657,-160.1861641195148
43651.58322401661,0.9904574156164094,4.073590522057244,-161.5451672766051
46773.51412871983,1.009153861784557,4.069954544093383,-162.8526610031421
50118.72336272724,0.9918958916994625,4.149548120398271,-164.5058922649012
53703.17963702529,0.9911138438235159,4.185508994813911,-164.6060485649962
57543.99373371572,0.9937737853254947,4.161195740219111,-166.6095253405654
61659.50018614825,1.003447038771118,4.17352781425829,-167.0111061611021
66069.34480075957,0.9717964443728817,4.260528989382508,-167.9895588648646
70794.57843841377,1.014706179625053,4.218293602619829,-168.9175662891633
75857.75750291836,0.9837937717286422,4.267871341102542,-169.7216893211753
81283.05161640991,1.005173719722004,4.182475035986165,-170.749072234907
87096.35899560805,1.002259786744237,4.249184268838019,-171.9018265980599
93325.4300796991,1.008763848994692,4.244956554878375,-171.5458485460321
100000,0.9755990122199036,4.300303702170063,-171.5880158116277
