#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B0E76B
#Date Time: 2023-10-19 18:38:39.871
#Start: 100 Hz
#Stop: 100000 Hz
#Steps: 101
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.44828 V
#Offset: -0.00010025 V
#Relative: no
#Channel: Channel 2
#Range: 5.42508 V
#Offset: 0.000324114 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
457.0881896148752,-0.01143187512646633,-35.83842826024877,70.56380253037958
489.7788193684466,-0.01807606157216974,-34.55918522100496,66.63319879534572
524.8074602497728,-0.01266435371570838,-33.76921371304433,72.93317746078159
562.3413251903496,0.002874410205299733,-33.8023509569163,75.12623890205752
602.5595860743581,-0.01962202493076982,-33.58786577617295,72.44136056318246
645.6542290346563,-0.02329583121091262,-32.69830308970571,73.64128269491562
691.8309709189369,0.002991044013002911,-32.03341668577697,72.60296010960116
741.3102413009185,-0.007590580499996257,-30.78588791059347,73.60221580655607
794.3282347242821,-0.007567197132983456,-30.99385242060511,72.78018172800837
851.1380382023776,-0.01219421406888013,-30.10321324636502,73.99931286859703
912.0108393559105,-0.004003332761151091,-28.9149450516934,79.39916438225943
977.2372209558122,-0.01475560033853819,-28.24362926643045,77.97216999117806
1047.128548050901,-0.01492618712264119,-28.2105341366651,77.16882957057379
1122.018454301964,-0.01894523149766458,-28.01085228278319,77.47539196108202
1202.264434617414,-0.01806191912440568,-27.03732563537461,77.273084109602
1288.249551693135,-0.01635563699310594,-26.73845753674128,77.33767728024642
1380.384264602886,0.004267858691327047,-25.93588651261587,75.37944369865335
1479.108388168209,-0.01002292674602456,-25.47977487749255,79.864212479746
1584.893192461115,-0.01022909038546775,-24.98787508416705,76.57675000358392
1698.243652461744,0.01222086847812518,-24.3332233547655,78.63703706234458
1819.700858609984,-0.01999471624903578,-23.65616605563039,79.70442593641606
1949.844599758045,-0.0005058496810809364,-23.05688552689362,77.47145006153048
2089.29613085404,-0.05131505322773995,-22.65254537649007,76.72327835317859
2238.72113856834,-0.02986945533753544,-21.87204911973392,77.19590432866573
2398.832919019491,-0.03542959196967559,-21.38960617127672,76.31318137152611
2570.395782768865,-0.04239945529579778,-20.75976211419729,76.25146660712576
2754.228703338168,-0.03579875109595444,-20.53518785452775,77.82749782640433
2951.209226666387,-0.03253593921750485,-19.4938495326104,75.88720673611181
3162.277660168381,-0.02332257822826937,-19.04880605873149,74.66066209151984
3388.441561392028,0.002110737576459422,-18.40471083597826,72.76272150671151
3630.780547701016,-0.01238599541583639,-17.86726496065523,72.88689258417348
3890.451449942809,-0.03807989081322471,-17.85837618653705,71.86408891947318
4168.693834703357,-0.01723414481489902,-17.02542002243253,70.69022311680931
4466.835921509635,-0.01811185124545946,-16.54385224556443,71.4229271280342
4786.300923226388,-0.0508136609829123,-15.79570771333891,69.40630092878905
5128.613839913648,-0.0385318507782955,-15.26151712895203,69.81843296572904
5495.408738576246,0.007543674806711431,-14.87715401387353,67.17246281580476
5888.43655355589,-0.01505857802330718,-14.14469788414104,66.00460964118938
6309.573444801933,0.01428157337671139,-13.69963748591059,65.41553975754975
6760.829753919818,0.005142743051086772,-13.16682050234426,62.80411558994167
7244.359600749903,-0.008414667819376775,-12.66833708977813,62.63230768330777
7762.471166286919,-0.02969518730780142,-12.33407215262786,60.85589763858324
8317.637711026713,-0.02025578791803578,-11.75728281876647,59.2167869874814
8912.509381337459,-0.02533490475628872,-11.29332054582987,58.52390311126388
9549.925860214364,-0.01511754164128966,-10.91202006399992,55.21509846688108
10232.92992280755,-0.02139766909851712,-10.48437865402484,55.03934399629104
10964.78196143186,-0.03232334462421928,-10.08129606389737,52.8059260857475
11748.97554939529,0.01924526324005163,-9.634057529474568,50.34839481480267
12589.25411794167,-0.02141194922923014,-9.333864899538849,48.60282744390622
13489.62882591654,0.04569434928614781,-9.021969537992518,46.48022201735954
14454.39770745928,-0.02267450204681034,-8.520098877726598,44.78599223816525
15488.16618912482,-0.04991862252589765,-8.312778783591742,43.09155413221075
16595.86907437561,0.009666749727380918,-8.028232302574715,41.66654010436591
17782.79410038923,-0.07210055095203208,-7.746754247656255,39.71555080102289
19054.60717963248,0.02223669692406594,-7.555442990435743,37.45509620509192
20417.3794466953,-0.06669917334402387,-7.361942850981532,35.42162448016573
21877.61623949554,-0.02517450326071343,-7.150660790112681,33.6873584102791
23442.28815319924,-0.07329060009688743,-6.804070516598868,31.6105862638616
25118.86431509582,-0.03586047418259615,-6.777761894828047,30.60945326202466
26915.34803926917,-0.01921784925639797,-6.675346844368288,28.71487593228213
28840.31503126605,-0.01364656445756321,-6.478460076329117,27.15089542024411
30902.95432513591,0.02749466962210241,-6.55190582186206,24.91370671773441
33113.1121482591,0.08376006992178352,-6.44239063462231,24.65625017988339
35481.33892335754,-0.01816271115503747,-6.162005406269587,23.1398700059847
38018.93963205612,-0.05207422661433151,-6.279433365107251,22.02966478948548
40738.02778041128,0.03009863382595356,-5.984358370316097,19.7935645069274
43651.58322401661,-0.1007045824345686,-5.874642138241058,20.26968009215206
46773.51412871983,-0.09358339950958094,-5.780678110529922,17.0301626023745
50118.72336272724,0.05056425342424752,-5.732975354022579,17.2173170833848
53703.17963702529,-0.01408823126562017,-5.851232919692288,14.5675360099176
57543.99373371572,0.01643471626126957,-5.893661413180258,14.95292061073282
61659.50018614825,0.07028643857866895,-5.918136574464333,13.32933676932325
66069.34480075957,0.1220349190469341,-6.010456866002706,11.1934754228181
70794.57843841377,-0.07726965125251037,-5.599669904189206,9.136794360097474
75857.75750291836,-0.09817233434269214,-5.899498191878637,11.47352084942834
81283.05161640991,-0.006296910906473716,-5.616175234325627,13.84082281065803
87096.35899560805,-0.04836711339367965,-5.391816971099067,10.13986157847837
93325.4300796991,0.1288400775894044,-5.778916174118811,7.079107673224563
100000,-0.08916534291278908,-5.839562266817452,8.451647348004769
